image,path,label,calf,station,before,from,conf,type,box_x,box_y,box_width,box_height
"image_396_2_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_2_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8555412,Face,1179.876,462.8307,501.9757,421.61484
"image_396_3_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_3_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.85743016,Face,1181.834,461.78894,506.15063,421.2201
"image_396_4_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_4_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8442605,Face,1183.9492,463.1823,507.03918,422.9546
"image_396_5_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_5_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.84703094,Face,1185.0183,464.2185,504.01758,426.76233
"image_396_6_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_6_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8452337,Face,1183.5939,462.30444,524.82104,421.46655
"image_396_7_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_7_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.83930665,Face,1184.6333,461.70444,524.7971,421.6209
"image_396_8_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_8_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.84748936,Face,1184.8258,459.33124,524.6279,425.9358
"image_396_9_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_9_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8378704,Face,1189.7241,451.19543,525.6408,427.1891
"image_396_11_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_11_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8237929,Face,1177.951,458.05176,486.8637,439.71835
"image_396_15_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_15_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8434368,Face,1194.8802,488.1169,479.24683,479.9406
"image_396_16_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_16_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.85776967,Face,1181.6683,550.5776,533.6938,502.1188
"image_396_17_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_17_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.85042316,Face,1190.6604,601.3696,478.25116,490.76617
"image_396_18_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_18_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8702326,Face,1192.7778,628.0138,459.87756,505.48407
"image_396_19_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_396_19_6794_2_2022-02-25 11:15:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:15:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.84654045,Face,1189.4928,640.19604,473.0205,489.25055
"image_397_0_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_397_0_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:04:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8509069,Face,1184.835,952.8932,478.95422,598.8566
"image_397_1_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_397_1_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:04:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8131468,Face,1210.0615,975.74786,459.9254,640.5043
"image_397_10_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_397_10_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:04:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8330875,Face,1206.5128,968.08356,535.05444,655.8329
"image_397_11_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_397_11_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:04:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.82704675,Face,1209.073,995.5077,537.0658,600.98456
"image_397_12_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_397_12_6794_2_2022-02-25 11:04:46_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:04:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.80233073,Face,1208.3403,980.78735,584.3448,594.25226
"image_399_16_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_399_16_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6407,1,2022-02-25 07:57:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225070000_20220225080000.mp4,0.8361925,Face,1396.3809,1036.6797,292.20618,407.80176
"image_399_17_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_399_17_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6407,1,2022-02-25 07:57:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225070000_20220225080000.mp4,0.8568656,Face,1384.8428,1025.5029,283.32312,406.83228
"image_399_18_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_399_18_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6407,1,2022-02-25 07:57:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225070000_20220225080000.mp4,0.81007993,Face,1400.892,998.1477,293.0913,421.33966
"image_399_19_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_399_19_6407_1_2022-02-25 07:57:12_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6407,1,2022-02-25 07:57:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225070000_20220225080000.mp4,0.8044064,Face,1428.48,996.6474,260.60095,435.83508
"image_421_16_6800_1_2022-02-25 14:48:59_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_421_16_6800_1_2022-02-25 14:48:59_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6800,1,2022-02-25 14:48:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225140000_20220225150000.mp4,0.8038415,Face,1286.968,1057.4152,401.0122,465.3736
image_429_6_6375_10_2022-02-25 19:46:09_Unknown.png,/data/konrad/datasets/images/Unknown/image_429_6_6375_10_2022-02-25 19:46:09_Unknown.png,Unknown,6375,10,2022-02-25 19:46:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225190009_20220225200009.mp4,0.83975315,Left,1333.71,924.2286,517.2106,520.2018
image_429_8_6375_10_2022-02-25 19:46:09_Unknown.png,/data/konrad/datasets/images/Unknown/image_429_8_6375_10_2022-02-25 19:46:09_Unknown.png,Unknown,6375,10,2022-02-25 19:46:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225190009_20220225200009.mp4,0.8088402,Left,1298.9877,1043.1471,594.9182,453.6751
image_429_9_6375_10_2022-02-25 19:46:09_Unknown.png,/data/konrad/datasets/images/Unknown/image_429_9_6375_10_2022-02-25 19:46:09_Unknown.png,Unknown,6375,10,2022-02-25 19:46:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225190009_20220225200009.mp4,0.80977535,Left,1294.3744,1024.0449,604.1364,485.39526
image_429_10_6375_10_2022-02-25 19:46:09_Unknown.png,/data/konrad/datasets/images/Unknown/image_429_10_6375_10_2022-02-25 19:46:09_Unknown.png,Unknown,6375,10,2022-02-25 19:46:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225190009_20220225200009.mp4,0.8271181,Left,1300.6372,1039.3068,591.7882,513.38654
image_433_1_6412_1_2022-02-25 21:34:56_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_433_1_6412_1_2022-02-25 21:34:56_Diarrhé.png,Diarrhé,6412,1,2022-02-25 21:34:56,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4,0.8146716,Face,1354.047,1055.3892,389.19385,481.22162
image_433_5_6412_1_2022-02-25 21:34:56_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_433_5_6412_1_2022-02-25 21:34:56_Diarrhé.png,Diarrhé,6412,1,2022-02-25 21:34:56,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4,0.801959,Face,1313.2703,1058.9688,384.80762,464.67554
image_435_17_6412_1_2022-02-25 21:15:14_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_435_17_6412_1_2022-02-25 21:15:14_Diarrhé.png,Diarrhé,6412,1,2022-02-25 21:15:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4,0.81079113,Face,1363.334,1034.596,393.44214,388.513
image_435_18_6412_1_2022-02-25 21:15:14_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_435_18_6412_1_2022-02-25 21:15:14_Diarrhé.png,Diarrhé,6412,1,2022-02-25 21:15:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4,0.8294054,Face,1356.4141,1041.3485,405.40845,406.45258
image_437_1_6768_2_2022-02-25 06:19:51_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_437_1_6768_2_2022-02-25 06:19:51_Pneumonie.png,Pneumonie,6768,2,2022-02-25 06:19:51,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225060000_20220225070001.mp4,0.8522984,Face,1569.1965,836.9581,333.3308,577.5307
image_443_1_6799_1_2022-02-25 12:40:20_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_443_1_6799_1_2022-02-25 12:40:20_Diarrhé.png,Diarrhé,6799,1,2022-02-25 12:40:20,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225120000_20220225130000.mp4,0.81334716,Face,1287.4028,952.5301,452.51904,407.89246
image_443_2_6799_1_2022-02-25 12:40:20_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_443_2_6799_1_2022-02-25 12:40:20_Diarrhé.png,Diarrhé,6799,1,2022-02-25 12:40:20,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225120000_20220225130000.mp4,0.84547204,Face,1263.7034,1008.2495,383.16748,458.9848
image_443_3_6799_1_2022-02-25 12:40:20_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_443_3_6799_1_2022-02-25 12:40:20_Diarrhé.png,Diarrhé,6799,1,2022-02-25 12:40:20,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225120000_20220225130000.mp4,0.8562879,Face,1251.6838,1036.2534,372.9082,449.20093
image_443_4_6799_1_2022-02-25 12:40:20_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_443_4_6799_1_2022-02-25 12:40:20_Diarrhé.png,Diarrhé,6799,1,2022-02-25 12:40:20,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225120000_20220225130000.mp4,0.8277914,Face,1241.6328,1070.5627,347.80603,450.87457
image_461_19_6780_2_2022-02-24 20:38:50_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_461_19_6780_2_2022-02-24 20:38:50_Diarrhé.png,Diarrhé,6780,2,2022-02-24 20:38:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224200001_20220224210001.mp4,0.80849123,Face,1483.9196,775.95734,361.27954,493.07947
image_465_12_6780_2_2022-02-24 11:19:58_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_465_12_6780_2_2022-02-24 11:19:58_Diarrhé.png,Diarrhé,6780,2,2022-02-24 11:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224110001_20220224114101.mp4,0.8045646,Face,1588.3153,396.7637,327.4668,376.02325
image_465_14_6780_2_2022-02-24 11:19:58_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_465_14_6780_2_2022-02-24 11:19:58_Diarrhé.png,Diarrhé,6780,2,2022-02-24 11:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224110001_20220224114101.mp4,0.8338003,Face,1615.231,441.73907,288.036,388.20508
image_465_17_6780_2_2022-02-24 11:19:58_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_465_17_6780_2_2022-02-24 11:19:58_Diarrhé.png,Diarrhé,6780,2,2022-02-24 11:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224110001_20220224114101.mp4,0.80911446,Face,1599.4207,515.14294,262.7318,443.93332
image_495_3_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_3_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8073893,Face,1505.8134,795.1096,390.5603,546.1014
image_495_4_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_4_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8454061,Face,1497.9313,796.9786,393.45288,553.41785
image_495_5_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_5_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8776312,Face,1507.4656,777.5518,427.26416,555.6068
image_495_6_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_6_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8977917,Face,1522.6848,749.0872,482.4171,561.0941
image_495_7_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_7_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.88692766,Face,1513.8989,749.8193,514.7339,560.119
image_495_8_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_8_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8984745,Face,1522.3933,747.926,463.70667,557.49756
image_495_13_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_13_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.82330996,Face,1481.2324,751.2899,481.97754,582.70605
image_495_14_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_14_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8813092,Face,1486.4692,778.2834,500.12622,578.1659
image_495_15_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_15_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8837007,Face,1494.0889,788.2599,530.68396,596.74493
image_495_16_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_16_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.8243237,Face,1499.3254,799.4726,526.3158,605.6896
image_495_17_6768_2_2022-02-24 21:05:50_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_495_17_6768_2_2022-02-24 21:05:50_Pneumonie.png,Pneumonie,6768,2,2022-02-24 21:05:50,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224210001_20220224220000.mp4,0.814702,Face,1471.7974,804.89307,532.39404,608.1963
image_496_0_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_0_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8472406,Face,1616.6746,620.9018,421.2887,676.00366
image_496_1_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_1_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8167176,Face,1607.0936,618.6727,449.10962,687.7348
image_496_2_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_2_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.81639636,Face,1603.0421,615.40436,448.44482,698.68176
image_496_3_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_3_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.85114795,Face,1602.0232,612.23505,457.45178,704.5471
image_496_4_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_4_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8479976,Face,1610.4633,619.75464,450.10742,692.0059
image_496_5_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_5_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.83427876,Face,1616.2897,628.84314,434.15723,683.3694
image_496_6_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_6_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.89958656,Face,1619.6511,662.27496,445.89465,714.5332
image_496_7_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_7_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8572307,Face,1610.6797,671.8187,437.26685,711.3279
image_496_8_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_8_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8503092,Face,1590.5759,681.17206,434.79004,719.5875
image_496_13_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_13_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8171827,Face,1495.0508,841.931,416.52502,561.9284
image_496_14_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_14_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.81006134,Face,1527.4893,837.357,405.0852,575.2594
image_496_15_6768_2_2022-02-24 07:54:00_Pneumonie.png,/data/konrad/datasets/images/Pneumonie/image_496_15_6768_2_2022-02-24 07:54:00_Pneumonie.png,Pneumonie,6768,2,2022-02-24 07:54:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224070001_20220224080001.mp4,0.8084049,Face,1534.501,853.93945,408.1875,596.0705
