video,path,label,duration,calf,station,before,from
clip_84_6771_2_2022-02-25 17:03:21_Pneumonie.mp4,temp_videos/Pneumonie/clip_84_6771_2_2022-02-25 17:03:21_Pneumonie.mp4,Pneumonie,20.0,6771,2,2022-02-25 17:03:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225170001_20220225180001.mp4
clip_85_6773_2_2022-02-27 07:44:54_Healthy.mp4,temp_videos/Healthy/clip_85_6773_2_2022-02-27 07:44:54_Healthy.mp4,Healthy,20.0,6773,2,2022-02-27 07:44:54,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227070001_20220227080001.mp4
clip_86_6741_9_2022-02-19 09:50:23_Healthy.mp4,temp_videos/Healthy/clip_86_6741_9_2022-02-19 09:50:23_Healthy.mp4,Healthy,20.0,6741,9,2022-02-19 09:50:23,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220219090008_20220219100008.mp4
clip_87_6768_2_2022-02-18 18:48:57_Diarrhé.mp4,temp_videos/Diarrhé/clip_87_6768_2_2022-02-18 18:48:57_Diarrhé.mp4,Diarrhé,20.0,6768,2,2022-02-18 18:48:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218180001_20220218190001.mp4
clip_88_6375_10_2022-03-01 19:46:38_Pneumonie.mp4,temp_videos/Pneumonie/clip_88_6375_10_2022-03-01 19:46:38_Pneumonie.mp4,Pneumonie,20.0,6375,10,2022-03-01 19:46:38,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301190009_20220301200009.mp4
clip_89_6432_9_2022-03-11 08:53:05_Pneumonie.mp4,temp_videos/Pneumonie/clip_89_6432_9_2022-03-11 08:53:05_Pneumonie.mp4,Pneumonie,20.0,6432,9,2022-03-11 08:53:05,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220311080008_20220311090008.mp4
clip_90_6382_10_2022-03-05 21:06:31_Healthy.mp4,temp_videos/Healthy/clip_90_6382_10_2022-03-05 21:06:31_Healthy.mp4,Healthy,20.0,6382,10,2022-03-05 21:06:31,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220305210009_20220305220000.mp4
clip_91_6841_9_2022-03-18 09:04:24_Diarrhé.mp4,temp_videos/Diarrhé/clip_91_6841_9_2022-03-18 09:04:24_Diarrhé.mp4,Diarrhé,20.0,6841,9,2022-03-18 09:04:24,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318090008_20220318100008.mp4
clip_92_6764_10_2022-03-10 18:29:12_Pneumonie.mp4,temp_videos/Pneumonie/clip_92_6764_10_2022-03-10 18:29:12_Pneumonie.mp4,Pneumonie,20.0,6764,10,2022-03-10 18:29:12,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310180009_20220310190009.mp4
clip_94_6764_10_2022-03-11 10:44:34_Diarrhé.mp4,temp_videos/Diarrhé/clip_94_6764_10_2022-03-11 10:44:34_Diarrhé.mp4,Diarrhé,20.0,6764,10,2022-03-11 10:44:34,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311100009_20220311110009.mp4
clip_95_6420_9_2022-04-04 11:44:59_Healthy.mp4,temp_videos/Healthy/clip_95_6420_9_2022-04-04 11:44:59_Healthy.mp4,Healthy,20.0,6420,9,2022-04-04 11:44:59,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220404110008_20220404120008.mp4
clip_96_6827_9_2022-04-06 06:19:27_Healthy.mp4,temp_videos/Healthy/clip_96_6827_9_2022-04-06 06:19:27_Healthy.mp4,Healthy,20.0,6827,9,2022-04-06 06:19:27,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406060000_20220406070008.mp4
clip_97_6385_10_2022-03-04 20:15:34_Pneumonie.mp4,temp_videos/Pneumonie/clip_97_6385_10_2022-03-04 20:15:34_Pneumonie.mp4,Pneumonie,20.0,6385,10,2022-03-04 20:15:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220304200009_20220304210009.mp4
clip_98_6734_10_2022-02-28 11:17:46_Healthy.mp4,temp_videos/Healthy/clip_98_6734_10_2022-02-28 11:17:46_Healthy.mp4,Healthy,20.0,6734,10,2022-02-28 11:17:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220228110009_20220228120009.mp4
clip_99_6838_9_2022-03-28 15:49:43_Diarrhé.mp4,temp_videos/Diarrhé/clip_99_6838_9_2022-03-28 15:49:43_Diarrhé.mp4,Diarrhé,20.0,6838,9,2022-03-28 15:49:43,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328150008_20220328160008.mp4
clip_100_6771_2_2022-02-16 10:54:57_Diarrhé.mp4,temp_videos/Diarrhé/clip_100_6771_2_2022-02-16 10:54:57_Diarrhé.mp4,Diarrhé,20.0,6771,2,2022-02-16 10:54:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220216100001_20220216110001.mp4
clip_101_6354_9_2022-02-16 20:06:21_Healthy.mp4,temp_videos/Healthy/clip_101_6354_9_2022-02-16 20:06:21_Healthy.mp4,Healthy,20.0,6354,9,2022-02-16 20:06:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220216200008_20220216210008.mp4
clip_103_6388_10_2022-02-26 10:24:10_Healthy.mp4,temp_videos/Healthy/clip_103_6388_10_2022-02-26 10:24:10_Healthy.mp4,Healthy,20.0,6388,10,2022-02-26 10:24:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220226100009_20220226110009.mp4
clip_104_6783_2_2022-02-25 07:23:54_Diarrhé.mp4,temp_videos/Diarrhé/clip_104_6783_2_2022-02-25 07:23:54_Diarrhé.mp4,Diarrhé,20.0,6783,2,2022-02-25 07:23:54,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225070001_20220225080001.mp4
clip_105_6391_2_2022-03-02 06:36:47_Healthy.mp4,temp_videos/Healthy/clip_105_6391_2_2022-03-02 06:36:47_Healthy.mp4,Healthy,20.0,6391,2,2022-03-02 06:36:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4
clip_106_6838_9_2022-03-30 19:44:02_Pneumonie.mp4,temp_videos/Pneumonie/clip_106_6838_9_2022-03-30 19:44:02_Pneumonie.mp4,Pneumonie,20.0,6838,9,2022-03-30 19:44:02,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220330190008_20220330200008.mp4
clip_107_6794_2_2022-03-01 17:44:25_Pneumonie.mp4,temp_videos/Pneumonie/clip_107_6794_2_2022-03-01 17:44:25_Pneumonie.mp4,Pneumonie,20.0,6794,2,2022-03-01 17:44:25,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220301170001_20220301180001.mp4
clip_108_6746_10_2022-03-06 06:44:17_Diarrhé.mp4,temp_videos/Diarrhé/clip_108_6746_10_2022-03-06 06:44:17_Diarrhé.mp4,Diarrhé,20.0,6746,10,2022-03-06 06:44:17,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220306060000_20220306070009.mp4
clip_109_6834_9_2022-03-18 06:50:12_Healthy.mp4,temp_videos/Healthy/clip_109_6834_9_2022-03-18 06:50:12_Healthy.mp4,Healthy,20.0,6834,9,2022-03-18 06:50:12,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318060000_20220318070008.mp4
clip_110_6831_9_2022-04-01 09:44:15_Pneumonie.mp4,temp_videos/Pneumonie/clip_110_6831_9_2022-04-01 09:44:15_Pneumonie.mp4,Pneumonie,20.0,6831,9,2022-04-01 09:44:15,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401090008_20220401100008.mp4
clip_111_6385_10_2022-03-16 09:13:10_Pneumonie.mp4,temp_videos/Pneumonie/clip_111_6385_10_2022-03-16 09:13:10_Pneumonie.mp4,Pneumonie,20.0,6385,10,2022-03-16 09:13:10,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220316090009_20220316100009.mp4
clip_112_6760_10_2022-03-10 17:41:38_Pneumonie.mp4,temp_videos/Pneumonie/clip_112_6760_10_2022-03-10 17:41:38_Pneumonie.mp4,Pneumonie,20.0,6760,10,2022-03-10 17:41:38,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310170009_20220310180009.mp4
clip_113_6382_10_2022-02-23 11:49:08_Diarrhé.mp4,temp_videos/Diarrhé/clip_113_6382_10_2022-02-23 11:49:08_Diarrhé.mp4,Diarrhé,20.0,6382,10,2022-02-23 11:49:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220223114102_20220223130009.mp4
clip_115_6829_9_2022-04-04 20:10:56_Pneumonie.mp4,temp_videos/Pneumonie/clip_115_6829_9_2022-04-04 20:10:56_Pneumonie.mp4,Pneumonie,20.0,6829,9,2022-04-04 20:10:56,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220404200008_20220404210008.mp4
clip_116_6834_9_2022-04-06 06:13:36_Pneumonie.mp4,temp_videos/Pneumonie/clip_116_6834_9_2022-04-06 06:13:36_Pneumonie.mp4,Pneumonie,20.0,6834,9,2022-04-06 06:13:36,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406060000_20220406070008.mp4
clip_117_6388_10_2022-03-09 20:32:18_Pneumonie.mp4,temp_videos/Pneumonie/clip_117_6388_10_2022-03-09 20:32:18_Pneumonie.mp4,Pneumonie,20.0,6388,10,2022-03-09 20:32:18,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220309200009_20220309210009.mp4
clip_118_6375_10_2022-03-13 14:36:48_Healthy.mp4,temp_videos/Healthy/clip_118_6375_10_2022-03-13 14:36:48_Healthy.mp4,Healthy,20.0,6375,10,2022-03-13 14:36:48,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313140009_20220313150009.mp4
clip_119_6831_9_2022-03-16 15:26:28_Diarrhé.mp4,temp_videos/Diarrhé/clip_119_6831_9_2022-03-16 15:26:28_Diarrhé.mp4,Diarrhé,20.0,6831,9,2022-03-16 15:26:28,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316150008_20220316160008.mp4
clip_120_6846_9_2022-04-01 16:31:04_Diarrhé.mp4,temp_videos/Diarrhé/clip_120_6846_9_2022-04-01 16:31:04_Diarrhé.mp4,Diarrhé,20.0,6846,9,2022-04-01 16:31:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401160008_20220401170008.mp4
clip_121_6741_9_2022-02-19 06:47:48_Healthy.mp4,temp_videos/Healthy/clip_121_6741_9_2022-02-19 06:47:48_Healthy.mp4,Healthy,20.0,6741,9,2022-02-19 06:47:48,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220219060000_20220219070008.mp4
clip_122_6355_9_2022-02-17 13:24:15_Pneumonie.mp4,temp_videos/Pneumonie/clip_122_6355_9_2022-02-17 13:24:15_Pneumonie.mp4,Pneumonie,20.0,6355,9,2022-02-17 13:24:15,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220217130008_20220217140008.mp4
clip_123_6746_10_2022-03-04 16:05:43_Pneumonie.mp4,temp_videos/Pneumonie/clip_123_6746_10_2022-03-04 16:05:43_Pneumonie.mp4,Pneumonie,20.0,6746,10,2022-03-04 16:05:43,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220304160009_20220304170009.mp4
clip_124_6388_10_2022-02-20 16:17:34_Diarrhé.mp4,temp_videos/Diarrhé/clip_124_6388_10_2022-02-20 16:17:34_Diarrhé.mp4,Diarrhé,20.0,6388,10,2022-02-20 16:17:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220220160009_20220220170009.mp4
clip_125_6426_9_2022-03-11 21:57:32_Diarrhé.mp4,temp_videos/Diarrhé/clip_125_6426_9_2022-03-11 21:57:32_Diarrhé.mp4,Diarrhé,20.0,6426,9,2022-03-11 21:57:32,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220311210008_20220311220000.mp4
clip_126_6432_9_2022-03-30 15:31:04_Healthy.mp4,temp_videos/Healthy/clip_126_6432_9_2022-03-30 15:31:04_Healthy.mp4,Healthy,20.0,6432,9,2022-03-30 15:31:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220330150008_20220330160008.mp4
clip_127_6746_10_2022-03-13 08:06:23_Pneumonie.mp4,temp_videos/Pneumonie/clip_127_6746_10_2022-03-13 08:06:23_Pneumonie.mp4,Pneumonie,20.0,6746,10,2022-03-13 08:06:23,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313080009_20220313090009.mp4
clip_128_6786_2_2022-02-17 15:59:12_Diarrhé.mp4,temp_videos/Diarrhé/clip_128_6786_2_2022-02-17 15:59:12_Diarrhé.mp4,Diarrhé,20.0,6786,2,2022-02-17 15:59:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217150001_20220217160001.mp4
clip_129_6764_10_2022-03-11 20:41:18_Diarrhé.mp4,temp_videos/Diarrhé/clip_129_6764_10_2022-03-11 20:41:18_Diarrhé.mp4,Diarrhé,20.0,6764,10,2022-03-11 20:41:18,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311200009_20220311210009.mp4
clip_130_6724_10_2022-02-23 06:51:39_Pneumonie.mp4,temp_videos/Pneumonie/clip_130_6724_10_2022-02-23 06:51:39_Pneumonie.mp4,Pneumonie,20.0,6724,10,2022-02-23 06:51:39,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220223060000_20220223070009.mp4
clip_131_6766_10_2022-03-13 06:40:31_Pneumonie.mp4,temp_videos/Pneumonie/clip_131_6766_10_2022-03-13 06:40:31_Pneumonie.mp4,Pneumonie,20.0,6766,10,2022-03-13 06:40:31,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313060000_20220313070009.mp4
clip_132_6831_9_2022-03-10 09:55:33_Healthy.mp4,temp_videos/Healthy/clip_132_6831_9_2022-03-10 09:55:33_Healthy.mp4,Healthy,20.0,6831,9,2022-03-10 09:55:33,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220310090008_20220310100008.mp4
clip_133_6375_10_2022-03-10 09:10:18_Healthy.mp4,temp_videos/Healthy/clip_133_6375_10_2022-03-10 09:10:18_Healthy.mp4,Healthy,20.0,6375,10,2022-03-10 09:10:18,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310090009_20220310100009.mp4
clip_134_6355_9_2022-02-18 19:57:29_Healthy.mp4,temp_videos/Healthy/clip_134_6355_9_2022-02-18 19:57:29_Healthy.mp4,Healthy,20.0,6355,9,2022-02-18 19:57:29,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220218190008_20220218200008.mp4
clip_135_6760_10_2022-03-10 17:36:32_Pneumonie.mp4,temp_videos/Pneumonie/clip_135_6760_10_2022-03-10 17:36:32_Pneumonie.mp4,Pneumonie,20.0,6760,10,2022-03-10 17:36:32,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310170009_20220310180009.mp4
clip_136_6420_9_2022-03-18 15:00:02_Diarrhé.mp4,temp_videos/Diarrhé/clip_136_6420_9_2022-03-18 15:00:02_Diarrhé.mp4,Diarrhé,20.0,6420,9,2022-03-18 15:00:02,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318140008_20220318150008.mp4
clip_137_6829_9_2022-03-28 21:07:23_Diarrhé.mp4,temp_videos/Diarrhé/clip_137_6829_9_2022-03-28 21:07:23_Diarrhé.mp4,Diarrhé,20.0,6829,9,2022-03-28 21:07:23,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328210008_20220328220000.mp4
clip_138_6841_9_2022-04-15 13:34:09_Healthy.mp4,temp_videos/Healthy/clip_138_6841_9_2022-04-15 13:34:09_Healthy.mp4,Healthy,20.0,6841,9,2022-04-15 13:34:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415124155_20220415140008.mp4
clip_139_6385_10_2022-03-04 11:55:32_Pneumonie.mp4,temp_videos/Pneumonie/clip_139_6385_10_2022-03-04 11:55:32_Pneumonie.mp4,Pneumonie,20.0,6385,10,2022-03-04 11:55:32,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220304110009_20220304120009.mp4
clip_140_6773_2_2022-02-22 20:18:03_Diarrhé.mp4,temp_videos/Diarrhé/clip_140_6773_2_2022-02-22 20:18:03_Diarrhé.mp4,Diarrhé,20.0,6773,2,2022-02-22 20:18:03,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220222200001_20220222210001.mp4
clip_141_6780_2_2022-03-03 14:01:01_Pneumonie.mp4,temp_videos/Pneumonie/clip_141_6780_2_2022-03-03 14:01:01_Pneumonie.mp4,Pneumonie,20.0,6780,2,2022-03-03 14:01:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220303140001_20220303150001.mp4
clip_142_6412_1_2022-03-02 08:10:41_Healthy.mp4,temp_videos/Healthy/clip_142_6412_1_2022-03-02 08:10:41_Healthy.mp4,Healthy,20.0,6412,1,2022-03-02 08:10:41,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302080000_20220302090000.mp4
clip_143_6831_9_2022-03-13 17:51:09_Healthy.mp4,temp_videos/Healthy/clip_143_6831_9_2022-03-13 17:51:09_Healthy.mp4,Healthy,20.0,6831,9,2022-03-13 17:51:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220313170008_20220313180008.mp4
clip_144_6734_10_2022-02-19 12:56:51_Pneumonie.mp4,temp_videos/Pneumonie/clip_144_6734_10_2022-02-19 12:56:51_Pneumonie.mp4,Pneumonie,20.0,6734,10,2022-02-19 12:56:51,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219114059_20220219130009.mp4
clip_145_6426_9_2022-03-12 20:38:09_Healthy.mp4,temp_videos/Healthy/clip_145_6426_9_2022-03-12 20:38:09_Healthy.mp4,Healthy,20.0,6426,9,2022-03-12 20:38:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220312200008_20220312210008.mp4
clip_146_6354_9_2022-02-23 20:18:49_Healthy.mp4,temp_videos/Healthy/clip_146_6354_9_2022-02-23 20:18:49_Healthy.mp4,Healthy,20.0,6354,9,2022-02-23 20:18:49,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch9_main_20220223200008_20220223210008.mp4
clip_147_6724_10_2022-02-21 21:03:13_Pneumonie.mp4,temp_videos/Pneumonie/clip_147_6724_10_2022-02-21 21:03:13_Pneumonie.mp4,Pneumonie,20.0,6724,10,2022-02-21 21:03:13,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220221210009_20220221220000.mp4
clip_148_6734_10_2022-02-18 15:58:59_Healthy.mp4,temp_videos/Healthy/clip_148_6734_10_2022-02-18 15:58:59_Healthy.mp4,Healthy,20.0,6734,10,2022-02-18 15:58:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218150009_20220218160009.mp4
clip_149_6832_9_2022-04-15 14:12:49_Healthy.mp4,temp_videos/Healthy/clip_149_6832_9_2022-04-15 14:12:49_Healthy.mp4,Healthy,20.0,6832,9,2022-04-15 14:12:49,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415140008_20220415150008.mp4
clip_150_6746_10_2022-03-08 10:22:03_Healthy.mp4,temp_videos/Healthy/clip_150_6746_10_2022-03-08 10:22:03_Healthy.mp4,Healthy,20.0,6746,10,2022-03-08 10:22:03,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220308100009_20220308110009.mp4
clip_151_6734_10_2022-02-18 20:08:01_Healthy.mp4,temp_videos/Healthy/clip_151_6734_10_2022-02-18 20:08:01_Healthy.mp4,Healthy,20.0,6734,10,2022-02-18 20:08:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218200009_20220218210009.mp4
clip_152_6382_10_2022-02-20 17:15:10_Pneumonie.mp4,temp_videos/Pneumonie/clip_152_6382_10_2022-02-20 17:15:10_Pneumonie.mp4,Pneumonie,20.0,6382,10,2022-02-20 17:15:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220220170009_20220220180009.mp4
clip_153_6391_2_2022-03-02 17:13:26_Healthy.mp4,temp_videos/Healthy/clip_153_6391_2_2022-03-02 17:13:26_Healthy.mp4,Healthy,20.0,6391,2,2022-03-02 17:13:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302170001_20220302180001.mp4
clip_155_6403_2_2022-02-26 16:29:09_Diarrhé.mp4,temp_videos/Diarrhé/clip_155_6403_2_2022-02-26 16:29:09_Diarrhé.mp4,Diarrhé,20.0,6403,2,2022-02-26 16:29:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226160001_20220226170001.mp4
clip_156_6426_9_2022-03-09 16:16:17_Diarrhé.mp4,temp_videos/Diarrhé/clip_156_6426_9_2022-03-09 16:16:17_Diarrhé.mp4,Diarrhé,20.0,6426,9,2022-03-09 16:16:17,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220309160008_20220309170008.mp4
clip_157_6846_9_2022-04-01 07:21:50_Diarrhé.mp4,temp_videos/Diarrhé/clip_157_6846_9_2022-04-01 07:21:50_Diarrhé.mp4,Diarrhé,20.0,6846,9,2022-04-01 07:21:50,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401070008_20220401080008.mp4
clip_158_6846_9_2022-03-21 20:40:22_Diarrhé.mp4,temp_videos/Diarrhé/clip_158_6846_9_2022-03-21 20:40:22_Diarrhé.mp4,Diarrhé,20.0,6846,9,2022-03-21 20:40:22,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321200008_20220321210008.mp4
clip_159_6827_9_2022-04-15 13:06:33_Healthy.mp4,temp_videos/Healthy/clip_159_6827_9_2022-04-15 13:06:33_Healthy.mp4,Healthy,20.0,6827,9,2022-04-15 13:06:33,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415124155_20220415140008.mp4
clip_160_6836_9_2022-03-12 06:16:56_Healthy.mp4,temp_videos/Healthy/clip_160_6836_9_2022-03-12 06:16:56_Healthy.mp4,Healthy,20.0,6836,9,2022-03-12 06:16:56,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220312060000_20220312070008.mp4
clip_161_6403_2_2022-02-23 13:49:07_Pneumonie.mp4,temp_videos/Pneumonie/clip_161_6403_2_2022-02-23 13:49:07_Pneumonie.mp4,Pneumonie,20.0,6403,2,2022-02-23 13:49:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220223130001_20220223140001.mp4
clip_162_6787_2_2022-02-20 17:07:59_Pneumonie.mp4,temp_videos/Pneumonie/clip_162_6787_2_2022-02-20 17:07:59_Pneumonie.mp4,Pneumonie,20.0,6787,2,2022-02-20 17:07:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220170001_20220220180001.mp4
clip_163_6846_9_2022-04-08 06:55:50_Healthy.mp4,temp_videos/Healthy/clip_163_6846_9_2022-04-08 06:55:50_Healthy.mp4,Healthy,20.0,6846,9,2022-04-08 06:55:50,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220408060000_20220408070008.mp4
clip_164_6842_9_2022-03-25 08:53:14_Pneumonie.mp4,temp_videos/Pneumonie/clip_164_6842_9_2022-03-25 08:53:14_Pneumonie.mp4,Pneumonie,20.0,6842,9,2022-03-25 08:53:14,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220325080008_20220325090008.mp4
clip_165_6836_9_2022-03-16 15:01:02_Diarrhé.mp4,temp_videos/Diarrhé/clip_165_6836_9_2022-03-16 15:01:02_Diarrhé.mp4,Diarrhé,20.0,6836,9,2022-03-16 15:01:02,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316150008_20220316160008.mp4
clip_167_6734_10_2022-02-23 11:15:46_Pneumonie.mp4,temp_videos/Pneumonie/clip_167_6734_10_2022-02-23 11:15:46_Pneumonie.mp4,Pneumonie,20.0,6734,10,2022-02-23 11:15:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220223110009_20220223114100.mp4
clip_168_6766_10_2022-03-18 13:20:52_Healthy.mp4,temp_videos/Healthy/clip_168_6766_10_2022-03-18 13:20:52_Healthy.mp4,Healthy,20.0,6766,10,2022-03-18 13:20:52,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318124125_20220318140009.mp4
clip_169_6393_10_2022-03-13 15:23:33_Diarrhé.mp4,temp_videos/Diarrhé/clip_169_6393_10_2022-03-13 15:23:33_Diarrhé.mp4,Diarrhé,20.0,6393,10,2022-03-13 15:23:33,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313150009_20220313160009.mp4
