image,path,label,calf,station,before,from,conf,box_center_x,box_center_y,box_width,box_height,bilabel,x_min,x_max,y_min,y_max
image_2733_11_6388_10_2022-03-09 13:33:12_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2733_11_6388_10_2022-03-09 13:33:12_Pneumonie.png,Pneumonie,6388,10,2022-03-09 13:33:12,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220309130009_20220309140009.mp4,0.8906653,1209.3226,1067.1644,410.5971,432.27155,Illness,1004.02405,1414.62115,851.0286249999999,1283.3001749999999
"image_1925_9_6404_1_2022-03-02 16:23:16_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1925_9_6404_1_2022-03-02 16:23:16_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6404,1,2022-03-02 16:23:16,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302160000_20220302170000.mp4,0.8208394,763.71155,635.8213,265.82263,247.86826,Illness,630.8002349999999,896.622865,511.88716999999997,759.7554299999999
image_1408_7_6774_2_2022-02-20 18:40:40_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1408_7_6774_2_2022-02-20 18:40:40_Healthy.png,Healthy,6774,2,2022-02-20 18:40:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220180001_20220220190001.mp4,0.82315016,1546.3586,826.94055,500.81433,884.2397,Healthy,1295.951435,1796.765765,384.82070000000004,1269.0604
image_1875_12_6412_1_2022-03-02 20:04:13_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1875_12_6412_1_2022-03-02 20:04:13_Healthy.png,Healthy,6412,1,2022-03-02 20:04:13,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302200000_20220302210000.mp4,0.8898446,1315.5754,1002.9762,382.23254,528.1767,Healthy,1124.45913,1506.69167,738.88785,1267.06455
image_1266_16_6391_2_2022-02-21 14:39:53_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1266_16_6391_2_2022-02-21 14:39:53_Healthy.png,Healthy,6391,2,2022-02-21 14:39:53,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221140001_20220221150001.mp4,0.88049775,1546.3733,421.4318,413.96008,578.0312,Healthy,1339.39326,1753.35334,132.4162,710.4474
image_461_17_6791_2_2022-02-16 09:44:47_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_461_17_6791_2_2022-02-16 09:44:47_Healthy.png,Healthy,6791,2,2022-02-16 09:44:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220216090001_20220216100001.mp4,0.8133459,1242.8333,147.27406,355.93762,291.58566,Healthy,1064.86449,1420.80211,1.4812299999999823,293.06689
"image_568_9_6794_2_2022-02-25 11:38:39_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_568_9_6794_2_2022-02-25 11:38:39_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-02-25 11:38:39,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225110001_20220225120001.mp4,0.8985333,1242.0983,361.2823,352.68018,464.0887,Illness,1065.7582100000002,1418.43839,129.23795,593.32665
"image_3428_5_6836_9_2022-03-23 08:25:00_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_3428_5_6836_9_2022-03-23 08:25:00_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6836,9,2022-03-23 08:25:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323080008_20220323090008.mp4,0.86125135,1087.0234,1036.9755,416.05768,411.11676,Illness,878.9945600000001,1295.05224,831.4171200000001,1242.53388
"image_1418_3_6780_2_2022-02-20 19:38:33_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1418_3_6780_2_2022-02-20 19:38:33_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6780,2,2022-02-20 19:38:33,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220190001_20220220200001.mp4,0.9409473,1528.2476,630.8977,450.85974,564.20984,Illness,1302.81773,1753.6774699999999,348.79278,913.00262
image_1639_3_6783_2_2022-02-19 14:47:19_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1639_3_6783_2_2022-02-19 14:47:19_Diarrhé.png,Diarrhé,6783,2,2022-02-19 14:47:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220219140001_20220219150001.mp4,0.9357223,1496.1062,732.2469,560.30457,526.8749,Illness,1215.953915,1776.2584849999998,468.80944999999997,995.68435
image_3169_14_6834_9_2022-03-13 18:31:04_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_3169_14_6834_9_2022-03-13 18:31:04_Pneumonie.png,Pneumonie,6834,9,2022-03-13 18:31:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220313180008_20220313190008.mp4,0.8376154,1210.683,1074.0684,311.39697,401.14954,Illness,1054.984515,1366.3814849999999,873.4936300000002,1274.64317
image_1856_11_6809_1_2022-03-02 16:32:39_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1856_11_6809_1_2022-03-02 16:32:39_Diarrhé.png,Diarrhé,6809,1,2022-03-02 16:32:39,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302160000_20220302170000.mp4,0.892814,1188.4236,1089.3595,361.58423,357.85724,Illness,1007.6314850000001,1369.215715,910.43088,1268.28812
image_96_9_6391_2_2022-02-18 14:45:59_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_96_9_6391_2_2022-02-18 14:45:59_Diarrhé.png,Diarrhé,6391,2,2022-02-18 14:45:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218140001_20220218150001.mp4,0.87084025,1567.3741,808.7889,395.07202,579.78284,Illness,1369.83809,1764.91011,518.8974800000001,1098.68032
image_321_15_6388_10_2022-02-17 08:45:35_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_321_15_6388_10_2022-02-17 08:45:35_Diarrhé.png,Diarrhé,6388,10,2022-02-17 08:45:35,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220217080009_20220217090009.mp4,0.856253,1749.4565,804.18317,346.82483,365.40552,Illness,1576.044085,1922.868915,621.48041,986.88593
"image_2295_13_6412_1_2022-02-27 08:16:06_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2295_13_6412_1_2022-02-27 08:16:06_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6412,1,2022-02-27 08:16:06,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220227080000_20220227090000.mp4,0.9520374,1297.1794,956.36145,359.0293,477.3777,Illness,1117.66475,1476.69405,717.6726,1195.0502999999999
"image_107_5_6388_10_2022-02-18 08:25:26_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_107_5_6388_10_2022-02-18 08:25:26_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6388,10,2022-02-18 08:25:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218080009_20220218090009.mp4,0.87306434,1784.3413,974.4396,453.29285,517.64594,Illness,1557.6948750000001,2010.987725,715.61663,1233.26257
image_3541_3_6829_9_2022-03-21 14:34:24_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3541_3_6829_9_2022-03-21 14:34:24_Diarrhé.png,Diarrhé,6829,9,2022-03-21 14:34:24,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321140008_20220321150008.mp4,0.8763223,1039.7168,936.83215,496.17352,635.88385,Illness,791.6300399999999,1287.8035599999998,618.8902249999999,1254.774075
image_615_5_6382_10_2022-02-25 20:07:36_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_615_5_6382_10_2022-02-25 20:07:36_Diarrhé.png,Diarrhé,6382,10,2022-02-25 20:07:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225200009_20220225210009.mp4,0.8908013,1319.5941,767.67126,448.15698,355.77094,Illness,1095.51561,1543.6725900000001,589.7857899999999,945.55673
image_3581_5_6827_9_2022-04-01 10:13:37_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3581_5_6827_9_2022-04-01 10:13:37_Diarrhé.png,Diarrhé,6827,9,2022-04-01 10:13:37,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401100008_20220401110008.mp4,0.815682,1160.32,984.5221,297.59595,287.2232,Illness,1011.522025,1309.117975,840.9105,1128.1337
image_68_0_6787_2_2022-02-18 07:42:16_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_68_0_6787_2_2022-02-18 07:42:16_Diarrhé.png,Diarrhé,6787,2,2022-02-18 07:42:16,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218070001_20220218080001.mp4,0.86463636,1470.0964,1008.2175,323.01062,413.89502,Illness,1308.59109,1631.60171,801.26999,1215.16501
image_1553_17_6760_10_2022-02-19 14:31:19_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1553_17_6760_10_2022-02-19 14:31:19_Healthy.png,Healthy,6760,10,2022-02-19 14:31:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219140009_20220219150009.mp4,0.8167221,1576.0023,1003.8997,317.84546,508.60413,Healthy,1417.07957,1734.92503,749.5976350000001,1258.201765
image_1408_6_6774_2_2022-02-20 18:40:40_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1408_6_6774_2_2022-02-20 18:40:40_Healthy.png,Healthy,6774,2,2022-02-20 18:40:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220180001_20220220190001.mp4,0.8913017,1578.0377,870.5315,528.8198,839.9111,Healthy,1313.6278000000002,1842.4476,450.57595000000003,1290.4870500000002
image_1470_10_6796_1_2022-02-20 16:45:31_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1470_10_6796_1_2022-02-20 16:45:31_Diarrhé.png,Diarrhé,6796,1,2022-02-20 16:45:31,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch1_main_20220220160000_20220220170000.mp4,0.85744095,1277.4038,1014.9513,405.74426,444.3003,Illness,1074.53167,1480.27593,792.80115,1237.1014499999999
image_1954_7_6385_10_2022-03-01 12:19:59_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1954_7_6385_10_2022-03-01 12:19:59_Pneumonie.png,Pneumonie,6385,10,2022-03-01 12:19:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301114107_20220301130009.mp4,0.9179499,1130.22,892.1557,285.7826,341.01404,Illness,987.3287,1273.1113,721.64868,1062.66272
image_2002_9_6405_1_2022-03-01 20:49:57_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2002_9_6405_1_2022-03-01 20:49:57_Diarrhé.png,Diarrhé,6405,1,2022-03-01 20:49:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301200000_20220301210000.mp4,0.9038868,1394.5592,935.4604,373.8274,453.35168,Illness,1207.6454999999999,1581.4729,708.78456,1162.13624
image_2881_19_6432_9_2022-03-18 08:54:01_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2881_19_6432_9_2022-03-18 08:54:01_Diarrhé.png,Diarrhé,6432,9,2022-03-18 08:54:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220318080008_20220318090008.mp4,0.8317604,998.6034,1026.4695,426.17334,420.53925,Illness,785.5167299999999,1211.6900699999999,816.1998749999999,1236.7391249999998
image_3188_10_6375_10_2022-03-13 14:36:48_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3188_10_6375_10_2022-03-13 14:36:48_Healthy.png,Healthy,6375,10,2022-03-13 14:36:48,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313140009_20220313150009.mp4,0.86865145,1152.8944,1049.5319,439.84576,492.93628,Healthy,932.9715199999999,1372.81728,803.06376,1296.00004
image_3586_18_6846_9_2022-04-01 16:31:04_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3586_18_6846_9_2022-04-01 16:31:04_Diarrhé.png,Diarrhé,6846,9,2022-04-01 16:31:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401160008_20220401170008.mp4,0.85161793,1219.5862,1043.0095,337.01,435.82343,Illness,1051.0812,1388.0911999999998,825.0977849999999,1260.9212149999998
image_2320_8_6410_1_2022-02-27 08:53:10_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2320_8_6410_1_2022-02-27 08:53:10_Diarrhé.png,Diarrhé,6410,1,2022-02-27 08:53:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220227080000_20220227090000.mp4,0.89011836,1379.1372,986.8155,389.92273,359.60608,Illness,1184.175835,1574.0985649999998,807.01246,1166.61854
image_1544_16_6734_10_2022-02-19 21:49:28_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1544_16_6734_10_2022-02-19 21:49:28_Pneumonie.png,Pneumonie,6734,10,2022-02-19 21:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219210009_20220219220000.mp4,0.9348528,1525.564,1075.5066,344.68762,440.98682,Illness,1353.22019,1697.9078100000002,855.0131899999999,1296.00001
"image_2558_17_6787_2_2022-02-26 19:26:18_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2558_17_6787_2_2022-02-26 19:26:18_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6787,2,2022-02-26 19:26:18,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226190001_20220226200001.mp4,0.812551,1491.0957,615.9491,560.6349,633.74854,Illness,1210.77825,1771.41315,299.07483,932.8233700000001
image_2426_1_6778_2_2022-02-26 18:06:52_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2426_1_6778_2_2022-02-26 18:06:52_Diarrhé.png,Diarrhé,6778,2,2022-02-26 18:06:52,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226180001_20220226190001.mp4,0.84444815,1486.9802,387.17957,311.4806,511.48376,Illness,1331.2399,1642.7205,131.43769,642.92145
image_3492_12_6834_9_2022-03-21 21:41:50_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_3492_12_6834_9_2022-03-21 21:41:50_Pneumonie.png,Pneumonie,6834,9,2022-03-21 21:41:50,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321210008_20220321220000.mp4,0.8618244,899.37775,874.0132,212.24475,256.81464,Illness,793.255375,1005.500125,745.60588,1002.42052
image_101_11_6766_10_2022-02-18 07:16:48_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_101_11_6766_10_2022-02-18 07:16:48_Diarrhé.png,Diarrhé,6766,10,2022-02-18 07:16:48,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218070009_20220218080009.mp4,0.8814291,1786.5244,1003.01465,343.94128,507.88916,Illness,1614.55376,1958.49504,749.07007,1256.95923
image_2367_14_6778_2_2022-02-27 15:34:13_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2367_14_6778_2_2022-02-27 15:34:13_Pneumonie.png,Pneumonie,6778,2,2022-02-27 15:34:13,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227150001_20220227160001.mp4,0.8804772,1170.0372,967.99744,493.53467,455.7973,Illness,923.269865,1416.804535,740.09879,1195.89609
image_3188_5_6375_10_2022-03-13 14:36:48_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3188_5_6375_10_2022-03-13 14:36:48_Healthy.png,Healthy,6375,10,2022-03-13 14:36:48,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313140009_20220313150009.mp4,0.8085471,1156.0175,687.5298,219.6936,335.7395,Healthy,1046.1707,1265.8643,519.66005,855.3995500000001
image_1553_15_6760_10_2022-02-19 14:31:19_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1553_15_6760_10_2022-02-19 14:31:19_Healthy.png,Healthy,6760,10,2022-02-19 14:31:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219140009_20220219150009.mp4,0.8609391,1606.7297,1066.4468,292.7395,436.72626,Healthy,1460.35995,1753.0994500000002,848.08367,1284.80993
image_1698_10_6403_2_2022-03-03 06:59:02_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1698_10_6403_2_2022-03-03 06:59:02_Pneumonie.png,Pneumonie,6403,2,2022-03-03 06:59:02,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220303060000_20220303070001.mp4,0.8327434,1420.6298,898.9954,444.3855,525.277,Illness,1198.43705,1642.8225499999999,636.3569,1161.6339
image_841_9_6388_10_2022-02-24 10:48:21_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_841_9_6388_10_2022-02-24 10:48:21_Healthy.png,Healthy,6388,10,2022-02-24 10:48:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220224100009_20220224110009.mp4,0.8747018,1044.6508,991.1234,272.09576,454.4131,Healthy,908.6029199999999,1180.69868,763.91685,1218.3299499999998
image_3759_18_6445_10_2022-03-30 14:53:11_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3759_18_6445_10_2022-03-30 14:53:11_Healthy.png,Healthy,6445,10,2022-03-30 14:53:11,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220330140009_20220330150009.mp4,0.89372504,1335.3691,989.89087,494.70312,360.78705,Healthy,1088.0175399999998,1582.72066,809.497345,1170.284395
image_3722_10_6849_10_2022-03-30 16:00:39_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3722_10_6849_10_2022-03-30 16:00:39_Healthy.png,Healthy,6849,10,2022-03-30 16:00:39,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220330160009_20220330170009.mp4,0.8610699,1241.4365,1110.5037,341.74707,356.94537,Healthy,1070.562965,1412.310035,932.031015,1288.976385
image_186_16_6771_2_2022-02-17 21:36:18_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_186_16_6771_2_2022-02-17 21:36:18_Healthy.png,Healthy,6771,2,2022-02-17 21:36:18,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217210001_20220217220000.mp4,0.93951374,1513.8887,843.66235,370.97083,519.13275,Healthy,1328.4032849999999,1699.374115,584.095975,1103.228725
image_95_18_6391_2_2022-02-18 15:51:51_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_95_18_6391_2_2022-02-18 15:51:51_Diarrhé.png,Diarrhé,6391,2,2022-02-18 15:51:51,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218150001_20220218160001.mp4,0.89363146,1488.9739,823.61694,436.36633,564.67596,Illness,1270.790735,1707.1570649999999,541.27896,1105.9549200000001
image_2523_16_6791_2_2022-02-26 06:16:08_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2523_16_6791_2_2022-02-26 06:16:08_Pneumonie.png,Pneumonie,6791,2,2022-02-26 06:16:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226060000_20220226070001.mp4,0.8327476,1392.7361,755.8895,350.61145,579.17316,Illness,1217.4303750000001,1568.041825,466.30292,1045.47608
image_849_19_6412_1_2022-02-23 10:43:02_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_849_19_6412_1_2022-02-23 10:43:02_Diarrhé.png,Diarrhé,6412,1,2022-02-23 10:43:02,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220223100000_20220223110000.mp4,0.90606743,1251.7423,1042.7395,460.094,472.01196,Illness,1021.6952999999999,1481.7893,806.7335199999999,1278.7454799999998
image_1402_0_6771_2_2022-02-20 13:19:10_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1402_0_6771_2_2022-02-20 13:19:10_Diarrhé.png,Diarrhé,6771,2,2022-02-20 13:19:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220130001_20220220140001.mp4,0.91732043,1531.3171,930.51715,612.66223,628.78894,Illness,1224.985985,1837.648215,616.12268,1244.91162
image_411_14_6370_10_2022-02-16 20:35:10_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_411_14_6370_10_2022-02-16 20:35:10_Diarrhé.png,Diarrhé,6370,10,2022-02-16 20:35:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220216200009_20220216210009.mp4,0.8607656,1776.6406,872.7634,397.844,537.33356,Illness,1577.7186,1975.5626,604.09662,1141.43018
"image_2178_3_6800_1_2022-02-28 18:30:30_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2178_3_6800_1_2022-02-28 18:30:30_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6800,1,2022-02-28 18:30:30,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220228180000_20220228190000.mp4,0.8980285,1391.023,1059.313,347.66052,438.55084,Illness,1217.19274,1564.8532599999999,840.0375800000002,1278.58842
image_795_16_6791_2_2022-02-24 08:06:52_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_795_16_6791_2_2022-02-24 08:06:52_Diarrhé.png,Diarrhé,6791,2,2022-02-24 08:06:52,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224080001_20220224090001.mp4,0.8158651,1554.0901,631.56476,355.80322,458.79895,Illness,1376.18849,1731.9917099999998,402.165285,860.9642349999999
image_3722_9_6849_10_2022-03-30 16:00:39_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3722_9_6849_10_2022-03-30 16:00:39_Healthy.png,Healthy,6849,10,2022-03-30 16:00:39,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220330160009_20220330170009.mp4,0.8487461,1238.0892,1032.7888,328.96997,311.76044,Healthy,1073.6042149999998,1402.574185,876.90858,1188.66902
"image_2119_9_6796_1_2022-02-28 15:13:36_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2119_9_6796_1_2022-02-28 15:13:36_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6796,1,2022-02-28 15:13:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220228150000_20220228160000.mp4,0.93560374,1452.4097,1006.1515,377.30908,338.7884,Illness,1263.75516,1641.06424,836.7573,1175.5457000000001
"image_107_6_6388_10_2022-02-18 08:25:26_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_107_6_6388_10_2022-02-18 08:25:26_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6388,10,2022-02-18 08:25:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218080009_20220218090009.mp4,0.88898337,1788.9939,971.29663,453.89832,502.112,Illness,1562.0447399999998,2015.94306,720.24063,1222.35263
image_4312_13_6864_10_2022-04-15 17:24:14_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_4312_13_6864_10_2022-04-15 17:24:14_Healthy.png,Healthy,6864,10,2022-04-15 17:24:14,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415170009_20220415180009.mp4,0.8747797,1495.0763,968.2931,288.51587,443.74323,Healthy,1350.8183649999999,1639.334235,746.421485,1190.164715
image_1182_19_6403_2_2022-02-21 21:22:17_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1182_19_6403_2_2022-02-21 21:22:17_Diarrhé.png,Diarrhé,6403,2,2022-02-21 21:22:17,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221210001_20220221220000.mp4,0.9162321,1509.0728,824.12866,534.119,596.45416,Illness,1242.0132999999998,1776.1323,525.90158,1122.35574
image_1037_7_6773_2_2022-02-22 12:37:42_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1037_7_6773_2_2022-02-22 12:37:42_Diarrhé.png,Diarrhé,6773,2,2022-02-22 12:37:42,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220222120001_20220222130001.mp4,0.8982662,1534.5094,542.2467,408.11523,576.1428,Illness,1330.451785,1738.5670149999999,254.17530000000005,830.3181
image_1415_5_6797_1_2022-02-20 20:58:36_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1415_5_6797_1_2022-02-20 20:58:36_Healthy.png,Healthy,6797,1,2022-02-20 20:58:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch1_main_20220220200000_20220220210000.mp4,0.9128262,1263.167,906.7716,325.29224,422.98022,Healthy,1100.52088,1425.8131199999998,695.2814900000001,1118.26171
